model,weights,kv,batch,length,bytes_per_step,bandwidth_gbs,step_ms,stream_tokens_per_s,total_tokens_per_s
SmolLM2-135M,int8,bf16,16,8192,3183071616,4,795.768,1.3,20.1
SmolLM2-135M,int8,bf16,16,8192,3183071616,8,397.884,2.5,40.2
SmolLM2-135M,int8,bf16,16,8192,3183071616,16,198.942,5.0,80.4
SmolLM2-135M,int8,bf16,16,8192,3183071616,32,99.471,10.1,160.9
SmolLM2-135M,int8,bf16,16,8192,3183071616,64,49.735,20.1,321.7
SmolLM2-135M,int8,bf16,16,8192,3183071616,128,24.868,40.2,643.4
SmolLM2-135M,int8,bf16,16,8192,3183071616,256,12.434,80.4,1286.8
SmolLM2-135M,int8,bf16,16,8192,3183071616,512,6.217,160.9,2573.6
SmolLM2-135M,int8,bf16,64,128,351916416,4,87.979,11.4,727.4
SmolLM2-135M,int8,bf16,64,128,351916416,8,43.990,22.7,1454.9
SmolLM2-135M,int8,bf16,64,128,351916416,16,21.995,45.5,2909.8
SmolLM2-135M,int8,bf16,64,128,351916416,32,10.997,90.9,5819.6
SmolLM2-135M,int8,bf16,64,128,351916416,64,5.499,181.9,11639.1
SmolLM2-135M,int8,bf16,64,128,351916416,128,2.749,363.7,23278.3
SmolLM2-135M,int8,bf16,64,128,351916416,256,1.375,727.4,46556.5
SmolLM2-135M,int8,bf16,64,128,351916416,512,0.687,1454.9,93113.0
SmolLM2-135M,int8,bf16,64,256,540660096,4,135.165,7.4,473.5
SmolLM2-135M,int8,bf16,64,256,540660096,8,67.583,14.8,947.0
SmolLM2-135M,int8,bf16,64,256,540660096,16,33.791,29.6,1894.0
SmolLM2-135M,int8,bf16,64,256,540660096,32,16.896,59.2,3788.0
SmolLM2-135M,int8,bf16,64,256,540660096,64,8.448,118.4,7575.9
SmolLM2-135M,int8,bf16,64,256,540660096,128,4.224,236.7,15151.8
SmolLM2-135M,int8,bf16,64,256,540660096,256,2.112,473.5,30303.7
SmolLM2-135M,int8,bf16,64,256,540660096,512,1.056,947.0,60607.4
SmolLM2-135M,int8,bf16,64,512,918147456,4,229.537,4.4,278.8
SmolLM2-135M,int8,bf16,64,512,918147456,8,114.768,8.7,557.6
SmolLM2-135M,int8,bf16,64,512,918147456,16,57.384,17.4,1115.3
SmolLM2-135M,int8,bf16,64,512,918147456,32,28.692,34.9,2230.6
SmolLM2-135M,int8,bf16,64,512,918147456,64,14.346,69.7,4461.2
SmolLM2-135M,int8,bf16,64,512,918147456,128,7.173,139.4,8922.3
SmolLM2-135M,int8,bf16,64,512,918147456,256,3.587,278.8,17844.6
SmolLM2-135M,int8,bf16,64,512,918147456,512,1.793,557.6,35689.3
SmolLM2-135M,int8,bf16,64,1024,1673122176,4,418.281,2.4,153.0
SmolLM2-135M,int8,bf16,64,1024,1673122176,8,209.140,4.8,306.0
SmolLM2-135M,int8,bf16,64,1024,1673122176,16,104.570,9.6,612.0
SmolLM2-135M,int8,bf16,64,1024,1673122176,32,52.285,19.1,1224.1
SmolLM2-135M,int8,bf16,64,1024,1673122176,64,26.143,38.3,2448.1
SmolLM2-135M,int8,bf16,64,1024,1673122176,128,13.071,76.5,4896.2
SmolLM2-135M,int8,bf16,64,1024,1673122176,256,6.536,153.0,9792.5
SmolLM2-135M,int8,bf16,64,1024,1673122176,512,3.268,306.0,19584.9
SmolLM2-135M,int8,bf16,64,2048,3183071616,4,795.768,1.3,80.4
SmolLM2-135M,int8,bf16,64,2048,3183071616,8,397.884,2.5,160.9
SmolLM2-135M,int8,bf16,64,2048,3183071616,16,198.942,5.0,321.7
SmolLM2-135M,int8,bf16,64,2048,3183071616,32,99.471,10.1,643.4
SmolLM2-135M,int8,bf16,64,2048,3183071616,64,49.735,20.1,1286.8
SmolLM2-135M,int8,bf16,64,2048,3183071616,128,24.868,40.2,2573.6
SmolLM2-135M,int8,bf16,64,2048,3183071616,256,12.434,80.4,5147.2
SmolLM2-135M,int8,bf16,64,2048,3183071616,512,6.217,160.9,10294.5
SmolLM2-135M,int8,bf16,64,4096,6202970496,4,1550.743,0.6,41.3
SmolLM2-135M,int8,bf16,64,4096,6202970496,8,775.371,1.3,82.5
SmolLM2-135M,int8,bf16,64,4096,6202970496,16,387.686,2.6,165.1
SmolLM2-135M,int8,bf16,64,4096,6202970496,32,193.843,5.2,330.2
SmolLM2-135M,int8,bf16,64,4096,6202970496,64,96.921,10.3,660.3
SmolLM2-135M,int8,bf16,64,4096,6202970496,128,48.461,20.6,1320.7
SmolLM2-135M,int8,bf16,64,4096,6202970496,256,24.230,41.3,2641.3
SmolLM2-135M,int8,bf16,64,4096,6202970496,512,12.115,82.5,5282.6
SmolLM2-135M,int8,bf16,64,8192,12242768256,4,3060.692,0.3,20.9
SmolLM2-135M,int8,bf16,64,8192,12242768256,8,1530.346,0.7,41.8
SmolLM2-135M,int8,bf16,64,8192,12242768256,16,765.173,1.3,83.6
SmolLM2-135M,int8,bf16,64,8192,12242768256,32,382.587,2.6,167.3
SmolLM2-135M,int8,bf16,64,8192,12242768256,64,191.293,5.2,334.6
SmolLM2-135M,int8,bf16,64,8192,12242768256,128,95.647,10.5,669.1
SmolLM2-135M,int8,bf16,64,8192,12242768256,256,47.823,20.9,1338.3
SmolLM2-135M,int8,bf16,64,8192,12242768256,512,23.912,41.8,2676.5
SmolLM2-135M,int8,int8,1,128,164693376,4,41.173,24.3,24.3
SmolLM2-135M,int8,int8,1,128,164693376,8,20.587,48.6,48.6
SmolLM2-135M,int8,int8,1,128,164693376,16,10.293,97.2,97.2
SmolLM2-135M,int8,int8,1,128,164693376,32,5.147,194.3,194.3
SmolLM2-135M,int8,int8,1,128,164693376,64,2.573,388.6,388.6
SmolLM2-135M,int8,int8,1,128,164693376,128,1.287,777.2,777.2
SmolLM2-135M,int8,int8,1,128,164693376,256,0.643,1554.4,1554.4
SmolLM2-135M,int8,int8,1,128,164693376,512,0.322,3108.8,3108.8
SmolLM2-135M,int8,int8,1,256,166214016,4,41.554,24.1,24.1
SmolLM2-135M,int8,int8,1,256,166214016,8,20.777,48.1,48.1
SmolLM2-135M,int8,int8,1,256,166214016,16,10.388,96.3,96.3
SmolLM2-135M,int8,int8,1,256,166214016,32,5.194,192.5,192.5
SmolLM2-135M,int8,int8,1,256,166214016,64,2.597,385.0,385.0
SmolLM2-135M,int8,int8,1,256,166214016,128,1.299,770.1,770.1
SmolLM2-135M,int8,int8,1,256,166214016,256,0.649,1540.2,1540.2
SmolLM2-135M,int8,int8,1,256,166214016,512,0.325,3080.4,3080.4
SmolLM2-135M,int8,int8,1,512,169255296,4,42.314,23.6,23.6
SmolLM2-135M,int8,int8,1,512,169255296,8,21.157,47.3,47.3
SmolLM2-135M,int8,int8,1,512,169255296,16,10.578,94.5,94.5
SmolLM2-135M,int8,int8,1,512,169255296,32,5.289,189.1,189.1
SmolLM2-135M,int8,int8,1,512,169255296,64,2.645,378.1,378.1
SmolLM2-135M,int8,int8,1,512,169255296,128,1.322,756.3,756.3
SmolLM2-135M,int8,int8,1,512,169255296,256,0.661,1512.5,1512.5
SmolLM2-135M,int8,int8,1,512,169255296,512,0.331,3025.0,3025.0
SmolLM2-135M,int8,int8,1,1024,175337856,4,43.834,22.8,22.8
SmolLM2-135M,int8,int8,1,1024,175337856,8,21.917,45.6,45.6
SmolLM2-135M,int8,int8,1,1024,175337856,16,10.959,91.3,91.3
SmolLM2-135M,int8,int8,1,1024,175337856,32,5.479,182.5,182.5
SmolLM2-135M,int8,int8,1,1024,175337856,64,2.740,365.0,365.0
SmolLM2-135M,int8,int8,1,1024,175337856,128,1.370,730.0,730.0
SmolLM2-135M,int8,int8,1,1024,175337856,256,0.685,1460.0,1460.0
SmolLM2-135M,int8,int8,1,1024,175337856,512,0.342,2920.1,2920.1
SmolLM2-135M,int8,int8,1,2048,187502976,4,46.876,21.3,21.3
SmolLM2-135M,int8,int8,1,2048,187502976,8,23.438,42.7,42.7
SmolLM2-135M,int8,int8,1,2048,187502976,16,11.719,85.3,85.3
SmolLM2-135M,int8,int8,1,2048,187502976,32,5.859,170.7,170.7
SmolLM2-135M,int8,int8,1,2048,187502976,64,2.930,341.3,341.3
SmolLM2-135M,int8,int8,1,2048,187502976,128,1.465,682.7,682.7
SmolLM2-135M,int8,int8,1,2048,187502976,256,0.732,1365.3,1365.3
SmolLM2-135M,int8,int8,1,2048,187502976,512,0.366,2730.6,2730.6
SmolLM2-135M,int8,int8,1,4096,211833216,4,52.958,18.9,18.9
SmolLM2-135M,int8,int8,1,4096,211833216,8,26.479,37.8,37.8
SmolLM2-135M,int8,int8,1,4096,211833216,16,13.240,75.5,75.5
SmolLM2-135M,int8,int8,1,4096,211833216,32,6.620,151.1,151.1
SmolLM2-135M,int8,int8,1,4096,211833216,64,3.310,302.1,302.1
SmolLM2-135M,int8,int8,1,4096,211833216,128,1.655,604.2,604.2
SmolLM2-135M,int8,int8,1,4096,211833216,256,0.827,1208.5,1208.5
SmolLM2-135M,int8,int8,1,4096,211833216,512,0.414,2417.0,2417.0
SmolLM2-135M,int8,int8,1,8192,260493696,4,65.123,15.4,15.4
SmolLM2-135M,int8,int8,1,8192,260493696,8,32.562,30.7,30.7
SmolLM2-135M,int8,int8,1,8192,260493696,16,16.281,61.4,61.4
SmolLM2-135M,int8,int8,1,8192,260493696,32,8.140,122.8,122.8
SmolLM2-135M,int8,int8,1,8192,260493696,64,4.070,245.7,245.7
SmolLM2-135M,int8,int8,1,8192,260493696,128,2.035,491.4,491.4
SmolLM2-135M,int8,int8,1,8192,260493696,256,1.018,982.7,982.7
SmolLM2-135M,int8,int8,1,8192,260493696,512,0.509,1965.5,1965.5
SmolLM2-135M,int8,int8,4,128,169255296,4,42.314,23.6,94.5
SmolLM2-135M,int8,int8,4,128,169255296,8,21.157,47.3,189.1
SmolLM2-135M,int8,int8,4,128,169255296,16,10.578,94.5,378.1
SmolLM2-135M,int8,int8,4,128,169255296,32,5.289,189.1,756.3
SmolLM2-135M,int8,int8,4,128,169255296,64,2.645,378.1,1512.5
SmolLM2-135M,int8,int8,4,128,169255296,128,1.322,756.3,3025.0
SmolLM2-135M,int8,int8,4,128,169255296,256,0.661,1512.5,6050.0
SmolLM2-135M,int8,int8,4,128,169255296,512,0.331,3025.0,12100.1
SmolLM2-135M,int8,int8,4,256,175337856,4,43.834,22.8,91.3
SmolLM2-135M,int8,int8,4,256,175337856,8,21.917,45.6,182.5
SmolLM2-135M,int8,int8,4,256,175337856,16,10.959,91.3,365.0
SmolLM2-135M,int8,int8,4,256,175337856,32,5.479,182.5,730.0
SmolLM2-135M,int8,int8,4,256,175337856,64,2.740,365.0,1460.0
SmolLM2-135M,int8,int8,4,256,175337856,128,1.370,730.0,2920.1
SmolLM2-135M,int8,int8,4,256,175337856,256,0.685,1460.0,5840.2
SmolLM2-135M,int8,int8,4,256,175337856,512,0.342,2920.1,11680.3
SmolLM2-135M,int8,int8,4,512,187502976,4,46.876,21.3,85.3
SmolLM2-135M,int8,int8,4,512,187502976,8,23.438,42.7,170.7
SmolLM2-135M,int8,int8,4,512,187502976,16,11.719,85.3,341.3
SmolLM2-135M,int8,int8,4,512,187502976,32,5.859,170.7,682.7
SmolLM2-135M,int8,int8,4,512,187502976,64,2.930,341.3,1365.3
SmolLM2-135M,int8,int8,4,512,187502976,128,1.465,682.7,2730.6
SmolLM2-135M,int8,int8,4,512,187502976,256,0.732,1365.3,5461.2
SmolLM2-135M,int8,int8,4,512,187502976,512,0.366,2730.6,10922.5
SmolLM2-135M,int8,int8,4,1024,211833216,4,52.958,18.9,75.5
SmolLM2-135M,int8,int8,4,1024,211833216,8,26.479,37.8,151.1
SmolLM2-135M,int8,int8,4,1024,211833216,16,13.240,75.5,302.1
SmolLM2-135M,int8,int8,4,1024,211833216,32,6.620,151.1,604.2
SmolLM2-135M,int8,int8,4,1024,211833216,64,3.310,302.1,1208.5
SmolLM2-135M,int8,int8,4,1024,211833216,128,1.655,604.2,2417.0
SmolLM2-135M,int8,int8,4,1024,211833216,256,0.827,1208.5,4834.0
SmolLM2-135M,int8,int8,4,1024,211833216,512,0.414,2417.0,9668.0
SmolLM2-135M,int8,int8,4,2048,260493696,4,65.123,15.4,61.4
SmolLM2-135M,int8,int8,4,2048,260493696,8,32.562,30.7,122.8
SmolLM2-135M,int8,int8,4,2048,260493696,16,16.281,61.4,245.7
SmolLM2-135M,int8,int8,4,2048,260493696,32,8.140,122.8,491.4
SmolLM2-135M,int8,int8,4,2048,260493696,64,4.070,245.7,982.7
SmolLM2-135M,int8,int8,4,2048,260493696,128,2.035,491.4,1965.5
SmolLM2-135M,int8,int8,4,2048,260493696,256,1.018,982.7,3931.0
SmolLM2-135M,int8,int8,4,2048,260493696,512,0.509,1965.5,7862.0
SmolLM2-135M,int8,int8,4,4096,357814656,4,89.454,11.2,44.7
SmolLM2-135M,int8,int8,4,4096,357814656,8,44.727,22.4,89.4
SmolLM2-135M,int8,int8,4,4096,357814656,16,22.363,44.7,178.9
SmolLM2-135M,int8,int8,4,4096,357814656,32,11.182,89.4,357.7
SmolLM2-135M,int8,int8,4,4096,357814656,64,5.591,178.9,715.5
SmolLM2-135M,int8,int8,4,4096,357814656,128,2.795,357.7,1430.9
SmolLM2-135M,int8,int8,4,4096,357814656,256,1.398,715.5,2861.8
SmolLM2-135M,int8,int8,4,4096,357814656,512,0.699,1430.9,5723.6
SmolLM2-135M,int8,int8,4,8192,552456576,4,138.114,7.2,29.0
SmolLM2-135M,int8,int8,4,8192,552456576,8,69.057,14.5,57.9
SmolLM2-135M,int8,int8,4,8192,552456576,16,34.529,29.0,115.8
SmolLM2-135M,int8,int8,4,8192,552456576,32,17.264,57.9,231.7
SmolLM2-135M,int8,int8,4,8192,552456576,64,8.632,115.8,463.4
SmolLM2-135M,int8,int8,4,8192,552456576,128,4.316,231.7,926.8
SmolLM2-135M,int8,int8,4,8192,552456576,256,2.158,463.4,1853.5
SmolLM2-135M,int8,int8,4,8192,552456576,512,1.079,926.8,3707.1
SmolLM2-135M,int8,int8,16,128,187502976,4,46.876,21.3,341.3
SmolLM2-135M,int8,int8,16,128,187502976,8,23.438,42.7,682.7
SmolLM2-135M,int8,int8,16,128,187502976,16,11.719,85.3,1365.3
SmolLM2-135M,int8,int8,16,128,187502976,32,5.859,170.7,2730.6
SmolLM2-135M,int8,int8,16,128,187502976,64,2.930,341.3,5461.2
SmolLM2-135M,int8,int8,16,128,187502976,128,1.465,682.7,10922.5
SmolLM2-135M,int8,int8,16,128,187502976,256,0.732,1365.3,21845.0
SmolLM2-135M,int8,int8,16,128,187502976,512,0.366,2730.6,43690.0
SmolLM2-135M,int8,int8,16,256,211833216,4,52.958,18.9,302.1
SmolLM2-135M,int8,int8,16,256,211833216,8,26.479,37.8,604.2
SmolLM2-135M,int8,int8,16,256,211833216,16,13.240,75.5,1208.5
SmolLM2-135M,int8,int8,16,256,211833216,32,6.620,151.1,2417.0
SmolLM2-135M,int8,int8,16,256,211833216,64,3.310,302.1,4834.0
SmolLM2-135M,int8,int8,16,256,211833216,128,1.655,604.2,9668.0
SmolLM2-135M,int8,int8,16,256,211833216,256,0.827,1208.5,19336.0
SmolLM2-135M,int8,int8,16,256,211833216,512,0.414,2417.0,38671.9
SmolLM2-135M,int8,int8,16,512,260493696,4,65.123,15.4,245.7
SmolLM2-135M,int8,int8,16,512,260493696,8,32.562,30.7,491.4
SmolLM2-135M,int8,int8,16,512,260493696,16,16.281,61.4,982.7
SmolLM2-135M,int8,int8,16,512,260493696,32,8.140,122.8,1965.5
SmolLM2-135M,int8,int8,16,512,260493696,64,4.070,245.7,3931.0
SmolLM2-135M,int8,int8,16,512,260493696,128,2.035,491.4,7862.0
SmolLM2-135M,int8,int8,16,512,260493696,256,1.018,982.7,15724.0
SmolLM2-135M,int8,int8,16,512,260493696,512,0.509,1965.5,31448.0
SmolLM2-135M,int8,int8,16,1024,357814656,4,89.454,11.2,178.9
SmolLM2-135M,int8,int8,16,1024,357814656,8,44.727,22.4,357.7
SmolLM2-135M,int8,int8,16,1024,357814656,16,22.363,44.7,715.5
SmolLM2-135M,int8,int8,16,1024,357814656,32,11.182,89.4,1430.9
SmolLM2-135M,int8,int8,16,1024,357814656,64,5.591,178.9,2861.8
SmolLM2-135M,int8,int8,16,1024,357814656,128,2.795,357.7,5723.6
SmolLM2-135M,int8,int8,16,1024,357814656,256,1.398,715.5,11447.3
SmolLM2-135M,int8,int8,16,1024,357814656,512,0.699,1430.9,22894.5
SmolLM2-135M,int8,int8,16,2048,552456576,4,138.114,7.2,115.8
SmolLM2-135M,int8,int8,16,2048,552456576,8,69.057,14.5,231.7
SmolLM2-135M,int8,int8,16,2048,552456576,16,34.529,29.0,463.4
SmolLM2-135M,int8,int8,16,2048,552456576,32,17.264,57.9,926.8
SmolLM2-135M,int8,int8,16,2048,552456576,64,8.632,115.8,1853.5
SmolLM2-135M,int8,int8,16,2048,552456576,128,4.316,231.7,3707.1
SmolLM2-135M,int8,int8,16,2048,552456576,256,2.158,463.4,7414.2
SmolLM2-135M,int8,int8,16,2048,552456576,512,1.079,926.8,14828.3
SmolLM2-135M,int8,int8,16,4096,941740416,4,235.435,4.2,68.0
SmolLM2-135M,int8,int8,16,4096,941740416,8,117.718,8.5,135.9
SmolLM2-135M,int8,int8,16,4096,941740416,16,58.859,17.0,271.8
SmolLM2-135M,int8,int8,16,4096,941740416,32,29.429,34.0,543.7
SmolLM2-135M,int8,int8,16,4096,941740416,64,14.715,68.0,1087.3
SmolLM2-135M,int8,int8,16,4096,941740416,128,7.357,135.9,2174.7
SmolLM2-135M,int8,int8,16,4096,941740416,256,3.679,271.8,4349.4
SmolLM2-135M,int8,int8,16,4096,941740416,512,1.839,543.7,8698.8
SmolLM2-135M,int8,int8,16,8192,1720308096,4,430.077,2.3,37.2
SmolLM2-135M,int8,int8,16,8192,1720308096,8,215.039,4.7,74.4
SmolLM2-135M,int8,int8,16,8192,1720308096,16,107.519,9.3,148.8
SmolLM2-135M,int8,int8,16,8192,1720308096,32,53.760,18.6,297.6
SmolLM2-135M,int8,int8,16,8192,1720308096,64,26.880,37.2,595.2
SmolLM2-135M,int8,int8,16,8192,1720308096,128,13.440,74.4,1190.5
SmolLM2-135M,int8,int8,16,8192,1720308096,256,6.720,148.8,2381.0
SmolLM2-135M,int8,int8,16,8192,1720308096,512,3.360,297.6,4761.9
SmolLM2-135M,int8,int8,64,128,260493696,4,65.123,15.4,982.7
SmolLM2-135M,int8,int8,64,128,260493696,8,32.562,30.7,1965.5
SmolLM2-135M,int8,int8,64,128,260493696,16,16.281,61.4,3931.0
SmolLM2-135M,int8,int8,64,128,260493696,32,8.140,122.8,7862.0
SmolLM2-135M,int8,int8,64,128,260493696,64,4.070,245.7,15724.0
SmolLM2-135M,int8,int8,64,128,260493696,128,2.035,491.4,31448.0
SmolLM2-135M,int8,int8,64,128,260493696,256,1.018,982.7,62896.0
SmolLM2-135M,int8,int8,64,128,260493696,512,0.509,1965.5,125791.9
SmolLM2-135M,int8,int8,64,256,357814656,4,89.454,11.2,715.5
SmolLM2-135M,int8,int8,64,256,357814656,8,44.727,22.4,1430.9
SmolLM2-135M,int8,int8,64,256,357814656,16,22.363,44.7,2861.8
SmolLM2-135M,int8,int8,64,256,357814656,32,11.182,89.4,5723.6
SmolLM2-135M,int8,int8,64,256,357814656,64,5.591,178.9,11447.3
SmolLM2-135M,int8,int8,64,256,357814656,128,2.795,357.7,22894.5
SmolLM2-135M,int8,int8,64,256,357814656,256,1.398,715.5,45789.1
SmolLM2-135M,int8,int8,64,256,357814656,512,0.699,1430.9,91578.1
SmolLM2-135M,int8,int8,64,512,552456576,4,138.114,7.2,463.4
SmolLM2-135M,int8,int8,64,512,552456576,8,69.057,14.5,926.8
SmolLM2-135M,int8,int8,64,512,552456576,16,34.529,29.0,1853.5
SmolLM2-135M,int8,int8,64,512,552456576,32,17.264,57.9,3707.1
SmolLM2-135M,int8,int8,64,512,552456576,64,8.632,115.8,7414.2
SmolLM2-135M,int8,int8,64,512,552456576,128,4.316,231.7,14828.3
SmolLM2-135M,int8,int8,64,512,552456576,256,2.158,463.4,29656.6
SmolLM2-135M,int8,int8,64,512,552456576,512,1.079,926.8,59313.3
SmolLM2-135M,int8,int8,64,1024,941740416,4,235.435,4.2,271.8
SmolLM2-135M,int8,int8,64,1024,941740416,8,117.718,8.5,543.7
SmolLM2-135M,int8,int8,64,1024,941740416,16,58.859,17.0,1087.3
SmolLM2-135M,int8,int8,64,1024,941740416,32,29.429,34.0,2174.7
SmolLM2-135M,int8,int8,64,1024,941740416,64,14.715,68.0,4349.4
SmolLM2-135M,int8,int8,64,1024,941740416,128,7.357,135.9,8698.8
SmolLM2-135M,int8,int8,64,1024,941740416,256,3.679,271.8,17397.6
SmolLM2-135M,int8,int8,64,1024,941740416,512,1.839,543.7,34795.2
SmolLM2-135M,int8,int8,64,2048,1720308096,4,430.077,2.3,148.8
SmolLM2-135M,int8,int8,64,2048,1720308096,8,215.039,4.7,297.6
SmolLM2-135M,int8,int8,64,2048,1720308096,16,107.519,9.3,595.2
SmolLM2-135M,int8,int8,64,2048,1720308096,32,53.760,18.6,1190.5
SmolLM2-135M,int8,int8,64,2048,1720308096,64,26.880,37.2,2381.0
SmolLM2-135M,int8,int8,64,2048,1720308096,128,13.440,74.4,4761.9
SmolLM2-135M,int8,int8,64,2048,1720308096,256,6.720,148.8,9523.9
SmolLM2-135M,int8,int8,64,2048,1720308096,512,3.360,297.6,19047.8
SmolLM2-135M,int8,int8,64,4096,3277443456,4,819.361,1.2,78.1
SmolLM2-135M,int8,int8,64,4096,3277443456,8,409.680,2.4,156.2
SmolLM2-135M,int8,int8,64,4096,3277443456,16,204.840,4.9,312.4
SmolLM2-135M,int8,int8,64,4096,3277443456,32,102.420,9.8,624.9
SmolLM2-135M,int8,int8,64,4096,3277443456,64,51.210,19.5,1249.8
SmolLM2-135M,int8,int8,64,4096,3277443456,128,25.605,39.1,2499.5
SmolLM2-135M,int8,int8,64,4096,3277443456,256,12.803,78.1,4999.0
SmolLM2-135M,int8,int8,64,4096,3277443456,512,6.401,156.2,9998.0
SmolLM2-135M,int8,int8,64,8192,6391714176,4,1597.929,0.6,40.1
SmolLM2-135M,int8,int8,64,8192,6391714176,8,798.964,1.3,80.1
SmolLM2-135M,int8,int8,64,8192,6391714176,16,399.482,2.5,160.2
SmolLM2-135M,int8,int8,64,8192,6391714176,32,199.741,5.0,320.4
SmolLM2-135M,int8,int8,64,8192,6391714176,64,99.871,10.0,640.8
SmolLM2-135M,int8,int8,64,8192,6391714176,128,49.935,20.0,1281.7
SmolLM2-135M,int8,int8,64,8192,6391714176,256,24.968,40.1,2563.3
SmolLM2-135M,int8,int8,64,8192,6391714176,512,12.484,80.1,5126.6
SmolLM2-135M,int8,int4,1,128,163956096,4,40.989,24.4,24.4
SmolLM2-135M,int8,int4,1,128,163956096,8,20.495,48.8,48.8
SmolLM2-135M,int8,int4,1,128,163956096,16,10.247,97.6,97.6
SmolLM2-135M,int8,int4,1,128,163956096,32,5.124,195.2,195.2
SmolLM2-135M,int8,int4,1,128,163956096,64,2.562,390.3,390.3
SmolLM2-135M,int8,int4,1,128,163956096,128,1.281,780.7,780.7
SmolLM2-135M,int8,int4,1,128,163956096,256,0.640,1561.4,1561.4
SmolLM2-135M,int8,int4,1,128,163956096,512,0.320,3122.8,3122.8
SmolLM2-135M,int8,int4,1,256,164739456,4,41.185,24.3,24.3
SmolLM2-135M,int8,int4,1,256,164739456,8,20.592,48.6,48.6
SmolLM2-135M,int8,int4,1,256,164739456,16,10.296,97.1,97.1
SmolLM2-135M,int8,int4,1,256,164739456,32,5.148,194.2,194.2
SmolLM2-135M,int8,int4,1,256,164739456,64,2.574,388.5,388.5
SmolLM2-135M,int8,int4,1,256,164739456,128,1.287,777.0,777.0
SmolLM2-135M,int8,int4,1,256,164739456,256,0.644,1554.0,1554.0
SmolLM2-135M,int8,int4,1,256,164739456,512,0.322,3107.9,3107.9
SmolLM2-135M,int8,int4,1,512,166306176,4,41.577,24.1,24.1
SmolLM2-135M,int8,int4,1,512,166306176,8,20.788,48.1,48.1
SmolLM2-135M,int8,int4,1,512,166306176,16,10.394,96.2,96.2
SmolLM2-135M,int8,int4,1,512,166306176,32,5.197,192.4,192.4
SmolLM2-135M,int8,int4,1,512,166306176,64,2.599,384.8,384.8
SmolLM2-135M,int8,int4,1,512,166306176,128,1.299,769.7,769.7
SmolLM2-135M,int8,int4,1,512,166306176,256,0.650,1539.3,1539.3
SmolLM2-135M,int8,int4,1,512,166306176,512,0.325,3078.7,3078.7
SmolLM2-135M,int8,int4,1,1024,169439616,4,42.360,23.6,23.6
SmolLM2-135M,int8,int4,1,1024,169439616,8,21.180,47.2,47.2
SmolLM2-135M,int8,int4,1,1024,169439616,16,10.590,94.4,94.4
SmolLM2-135M,int8,int4,1,1024,169439616,32,5.295,188.9,188.9
SmolLM2-135M,int8,int4,1,1024,169439616,64,2.647,377.7,377.7
SmolLM2-135M,int8,int4,1,1024,169439616,128,1.324,755.4,755.4
SmolLM2-135M,int8,int4,1,1024,169439616,256,0.662,1510.9,1510.9
SmolLM2-135M,int8,int4,1,1024,169439616,512,0.331,3021.7,3021.7
SmolLM2-135M,int8,int4,1,2048,175706496,4,43.927,22.8,22.8
SmolLM2-135M,int8,int4,1,2048,175706496,8,21.963,45.5,45.5
SmolLM2-135M,int8,int4,1,2048,175706496,16,10.982,91.1,91.1
SmolLM2-135M,int8,int4,1,2048,175706496,32,5.491,182.1,182.1
SmolLM2-135M,int8,int4,1,2048,175706496,64,2.745,364.2,364.2
SmolLM2-135M,int8,int4,1,2048,175706496,128,1.373,728.5,728.5
SmolLM2-135M,int8,int4,1,2048,175706496,256,0.686,1457.0,1457.0
SmolLM2-135M,int8,int4,1,2048,175706496,512,0.343,2914.0,2914.0
SmolLM2-135M,int8,int4,1,4096,188240256,4,47.060,21.2,21.2
SmolLM2-135M,int8,int4,1,4096,188240256,8,23.530,42.5,42.5
SmolLM2-135M,int8,int4,1,4096,188240256,16,11.765,85.0,85.0
SmolLM2-135M,int8,int4,1,4096,188240256,32,5.883,170.0,170.0
SmolLM2-135M,int8,int4,1,4096,188240256,64,2.941,340.0,340.0
SmolLM2-135M,int8,int4,1,4096,188240256,128,1.471,680.0,680.0
SmolLM2-135M,int8,int4,1,4096,188240256,256,0.735,1360.0,1360.0
SmolLM2-135M,int8,int4,1,4096,188240256,512,0.368,2719.9,2719.9
SmolLM2-135M,int8,int4,1,8192,213307776,4,53.327,18.8,18.8
SmolLM2-135M,int8,int4,1,8192,213307776,8,26.663,37.5,37.5
SmolLM2-135M,int8,int4,1,8192,213307776,16,13.332,75.0,75.0
SmolLM2-135M,int8,int4,1,8192,213307776,32,6.666,150.0,150.0
SmolLM2-135M,int8,int4,1,8192,213307776,64,3.333,300.0,300.0
SmolLM2-135M,int8,int4,1,8192,213307776,128,1.666,600.1,600.1
SmolLM2-135M,int8,int4,1,8192,213307776,256,0.833,1200.1,1200.1
SmolLM2-135M,int8,int4,1,8192,213307776,512,0.417,2400.3,2400.3
SmolLM2-135M,int8,int4,4,128,166306176,4,41.577,24.1,96.2
SmolLM2-135M,int8,int4,4,128,166306176,8,20.788,48.1,192.4
SmolLM2-135M,int8,int4,4,128,166306176,16,10.394,96.2,384.8
SmolLM2-135M,int8,int4,4,128,166306176,32,5.197,192.4,769.7
SmolLM2-135M,int8,int4,4,128,166306176,64,2.599,384.8,1539.3
SmolLM2-135M,int8,int4,4,128,166306176,128,1.299,769.7,3078.7
SmolLM2-135M,int8,int4,4,128,166306176,256,0.650,1539.3,6157.3
SmolLM2-135M,int8,int4,4,128,166306176,512,0.325,3078.7,12314.6
